Value,Below normal - severe concern,Below normal - moderate concern,Below normal - mild concern,No concern,Above normal - mild concern,Above normal - moderate concern,Above normal - severe concern
148,0.0,0.0,0.0,0.6138460811204399,0.3861539188795601,0.0,0.0
149,0.0,0.0,0.0,0.5981899825243857,0.40181001747561423,0.0,0.0
150,0.0,0.0,0.0,0.5825338839283316,0.4081387875734387,0.00932732849822965,0.0
151,0.0,0.0,0.0,0.5668777853322775,0.4069790438220669,0.02614317084565562,0.0
152,0.0,0.0,0.0,0.5512216867362234,0.405819300070695,0.04295901319308159,0.0
153,0.0,0.0,0.0,0.5355655881401693,0.4046595563193232,0.059774855540507564,0.0
154,0.0,0.0,0.0,0.5199094895441151,0.40349981256795137,0.07659069788793353,0.0
155,0.0,0.0,0.0,0.504253390948061,0.4023400688165795,0.0934065402353595,0.0
156,0.0,0.0,0.0,0.4885972923520069,0.4011803250652076,0.11022238258278547,0.0
157,0.0,0.0,0.0,0.47294119375595267,0.4000205813138359,0.12703822493021144,0.0
158,0.0,0.0,0.0,0.45728509515989857,0.39886083756246404,0.14385406727763742,0.0
159,0.0,0.0,0.0,0.44162899656384447,0.39770109381109214,0.1606699096250634,0.0
160,0.0,0.0,0.0,0.42597289796779025,0.39654135005972035,0.17748575197248936,0.0
161,0.0,0.0,0.0,0.41031679937173615,0.3953816063083485,0.19430159431991534,0.0
162,0.0,0.0,0.0,0.39466070077568205,0.39422186255697667,0.21111743666734128,0.0
163,0.0,0.0,0.0,0.37900460217962795,0.3930621188056048,0.22793327901476726,0.0
164,0.0,0.0,0.0,0.36334850358357373,0.39190237505423303,0.24474912136219323,0.0
165,0.0,0.0,0.0,0.34769240498751963,0.3907426313028612,0.2615649637096192,0.0
166,0.0,0.0,0.0,0.33203630639146553,0.3895828875514893,0.2783808060570452,0.0
167,0.0,0.0,0.0,0.3163802077954113,0.38842314380011755,0.29519664840447113,0.0
168,0.0,0.0,0.0,0.3007241091993572,0.38726340004874565,0.31201249075189713,0.0
169,0.0,0.0,0.0,0.2850680106033031,0.3861036562973738,0.3288283330993231,0.0
170,0.0,0.0,0.0,0.269411912007249,0.3849439125460019,0.3456441754467491,0.0
171,0.0,0.0,0.0,0.2537558134111948,0.3837841687946302,0.362460017794175,0.0
172,0.0,0.0,0.0,0.2380997148151407,0.38262442504325833,0.379275860141601,0.0
173,0.0,0.0,0.0,0.2224436162190866,0.38146468129188643,0.396091702489027,0.0
174,0.0,0.0,0.0,0.20678751762303238,0.3803049375405147,0.4038522406588684,0.009055304177584541
175,0.0,0.0,0.0,0.19113141902697828,0.3791451937891428,0.4036439434237572,0.0260794437601217
176,0.0,0.0,0.0,0.17547532043092418,0.37798545003777095,0.403435646188646,0.04310358334265886
177,0.0,0.0,0.0,0.15981922183486996,0.37682570628639916,0.40322734895353485,0.06012772292519602
178,0.0,0.0,0.0,0.14416312323881586,0.3756659625350273,0.40301905171842367,0.07715186250773318
179,0.0,0.0,0.0,0.12850702464276176,0.3745062187836555,0.40281075448331244,0.09417600209027034
180,0.0,0.0,0.0,0.11285092604670766,0.3733464750322836,0.40260245724820126,0.1112001416728075
181,0.0,0.0,0.0,0.09719482745065344,0.37218673128091184,0.40239416001309003,0.12822428125534466
182,0.0,0.0,0.0,0.08153872885459934,0.37102698752954,0.40218586277797885,0.1452484208378818
183,0.0,0.0,0.0,0.06588263025854524,0.36986724377816804,0.40197756554286773,0.162272560420419
184,0.0,0.0,0.0,0.050226531662491025,0.3687075000267963,0.4017692683077565,0.17929670000295614
185,0.0,0.0,0.0,0.03457043306643692,0.36754775627542446,0.4015609710726453,0.1963208395854933
186,0.0,0.0,0.0,0.01891433447038282,0.3663880125240526,0.4013526738375341,0.21334497916803047
187,0.0,0.0,0.0,0.0032582358743287188,0.3652282687726808,0.40114437660242286,0.23036911875056762
188,0.0,0.0,0.0,0.0,0.35167066229958344,0.4009360793673118,0.24739325833310477
189,0.0,0.0,0.0,0.0,0.3348548199521575,0.40072778213220056,0.26441739791564195
190,0.0,0.0,0.0,0.0,0.31803897760473154,0.40051948489708933,0.28144153749817913
191,0.0,0.0,0.0,0.0,0.3012231352573056,0.40031118766197815,0.29846567708071625
192,0.0,0.0,0.0,0.0,0.28440729290987954,0.40010289042686703,0.31548981666325343
193,0.0,0.0,0.0,0.0,0.2675914505624536,0.3998945931917558,0.3325139562457906
194,0.0,0.0,0.0,0.0,0.25077560821502765,0.3996862959566446,0.34953809582832773
195,0.0,0.0,0.0,0.0,0.2339597658676017,0.3994779987215334,0.3665622354108649
196,0.0,0.0,0.0,0.0,0.21714392352017575,0.39926970148642216,0.3835863749934021
197,0.0,0.0,0.0,0.0,0.2003280811727497,0.3990614042513111,0.4006105145759392
198,0.0,0.0,0.0,0.0,0.18351223882532375,0.39885310701619986,0.4176346541584764
199,0.0,0.0,0.0,0.0,0.1666963964778978,0.3986448097810886,0.43465879374101357
200,0.0,0.0,0.0,0.0,0.14988055413047185,0.39843651254597745,0.4516829333235507
201,0.0,0.0,0.0,0.0,0.1330647117830459,0.3982282153108662,0.4687070729060879
202,0.0,0.0,0.0,0.0,0.11624886943561985,0.39801991807575515,0.485731212488625
203,0.0,0.0,0.0,0.0,0.0994330270881939,0.3978116208406439,0.5027553520711622
204,0.0,0.0,0.0,0.0,0.08261718474076796,0.39760332360553274,0.5197794916536993
205,0.0,0.0,0.0,0.0,0.06580134239334201,0.39739502637042146,0.5368036312362365
206,0.0,0.0,0.0,0.0,0.04898550004591595,0.3971867291353104,0.5538277708187737
207,0.0,0.0,0.0,0.0,0.032169657698490006,0.3969784319001992,0.5708519104013108
208,0.0,0.0,0.0,0.0,0.01535381535106406,0.3967701346650879,0.587876049983848
209,0.0,0.0,0.0,0.0,0.0,0.39509981043361486,0.6049001895663851
210,0.0,0.0,0.0,0.0,0.0,0.37807567085107774,0.6219243291489223
211,0.0,0.0,0.0,0.0,0.0,0.3610515312685405,0.6389484687314595
212,0.0,0.0,0.0,0.0,0.0,0.3440273916860034,0.6559726083139966
213,0.0,0.0,0.0,0.0,0.0,0.32700325210346626,0.6729967478965337
214,0.0,0.0,0.0,0.0,0.0,0.309979112520929,0.690020887479071
215,0.0,0.0,0.0,0.0,0.0,0.2929549729383919,0.7070450270616081
216,0.0,0.0,0.0,0.0,0.0,0.2759308333558548,0.7240691666441452
217,0.0,0.0,0.0,0.0,0.0,0.25890669377331754,0.7410933062266825
218,0.0,0.0,0.0,0.0,0.0,0.24188255419078042,0.7581174458092196
219,0.0,0.0,0.0,0.0,0.0,0.2248584146082433,0.7751415853917567
220,0.0,0.0,0.0,0.0,0.0,0.20783427502570606,0.7921657249742939
221,0.0,0.0,0.0,0.0,0.0,0.19081013544316894,0.8091898645568311
222,0.0,0.0,0.0,0.0,0.0,0.17378599586063181,0.8262140041393682
223,0.0,0.0,0.0,0.0,0.0,0.15676185627809458,0.8432381437219054
224,0.0,0.0,0.0,0.0,0.0,0.13973771669555746,0.8602622833044425
225,0.0,0.0,0.0,0.0,0.0,0.12271357711302033,0.8772864228869797
226,0.0,0.0,0.0,0.0,0.0,0.1056894375304831,0.8943105624695169
227,0.0,0.0,0.0,0.0,0.0,0.08866529794794598,0.911334702052054
228,0.0,0.0,0.0,0.0,0.0,0.07164115836540885,0.9283588416345911
229,0.0,0.0,0.0,0.0,0.0,0.05461701878287162,0.9453829812171284
230,0.0,0.0,0.0,0.0,0.0,0.037592879200334495,0.9624071207996655
231,0.0,0.0,0.0,0.0,0.0,0.02056873961779737,0.9794312603822026
232,0.0,0.0,0.0,0.0,0.0,0.003544600035260137,0.9964553999647399
233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,0.0,0.0,0.0,0.0,0.0,0.0,1.0
240,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,0.0,0.0,0.0,0.0,0.0,0.0,1.0
